Port;Transport;Protocol;
2451;TCP, UDP;netchat;
2452;TCP, UDP;NetPodClient;
2453;TCP, UDP;madge-om;
2454;TCP, UDP;IndX-DDS;
2455;TCP, UDP;WAGO-IO-SYSTEM;
2456;TCP, UDP;altav-remmgt;
2457;TCP, UDP;Rapido_IP.;
2458;TCP, UDP;griffin.;
2459;TCP, UDP;Community.;
2460;TCP, UDP;ms-theater.;
2461;TCP, UDP;qadmifoper.;
2462;TCP, UDP;qadmifevent.;
2463;TCP, UDP;LSI RAID Management.;
2464;TCP, UDP;DirecPC SI.;
2465;TCP, UDP;Load Balance Management.;
2466;TCP, UDP;Load Balance Forwarding.;
2467;TCP, UDP;High Criteria.;
2468;TCP, UDP;qip_msgd.;
2469;TCP, UDP;MTI-TCS-COMM.;
2470;TCP, UDP;taskman port.;
2471;TCP, UDP;SeaODBC.;
2472;TCP, UDP;C3.;
2473;TCP, UDP;Aker-cdp.;
2474;TCP, UDP;Vital Analysis.;
2475;TCP, UDP;ACE Server.;
2476;TCP, UDP;ACE Server Propagation.;
2477;TCP, UDP;SecurSight Certificate Valifation Service.;
2478;TCP, UDP;SecurSight Authentication Server (SLL).;
2479;TCP, UDP;SecurSight Event Logging Server (SSL).;
2480;TCP, UDP;Lingwood's Detail.;
2481;TCP, UDP;Oracle GIOP.;
2482;TCP, UDP;Oracle GIOP SSL.;
2483;TCP, UDP;Oracle TTC.;
2484;TCP, UDP;Oracle TTC SSL.;
2485;TCP, UDP;Net Objects1.;
2486;TCP, UDP;Net Objects2.;
2487;TCP, UDP;Policy Notice Service.;
2488;TCP, UDP;Moy Corporation.;
2489;TCP, UDP;TSILB.;
2490;TCP, UDP;qip_qdhcp.;
2491;TCP, UDP;Conclave CPP.;
2492;TCP, UDP;GROOVE.;
2493;TCP, UDP;Talarian MQS.;
2494;TCP, UDP;BMC AR.;
2495;TCP, UDP;Fast Remote Services.;
2496;TCP, UDP;DIRGIS.;
2497;TCP, UDP;Quad DB.;
2498;TCP, UDP;ODN-CasTraq.;
2499;TCP, UDP;UniControl.;
2500;TCP, UDP;Resource Tracking system server.;
2501;TCP, UDP;Resource Tracking system client.;
2502;TCP, UDP;Kentrox Protocol.;
2503;TCP, UDP;NMS-DPNSS.;
2504;TCP, UDP;WLBS.;
2505;TCP, UDP;PowerPlay Control.;
2506;TCP, UDP;jbroker.;
2507;TCP, UDP;spock.;
2508;TCP, UDP;JDataStore.;
2509;TCP, UDP;fjmpss.;
2510;TCP, UDP;fjappmgrbulk.;
2511;TCP, UDP;Metastorm.;
2512;TCP, UDP;Citrix IMA.;
2513;TCP, UDP;Citrix ADMIN.;
2514;TCP, UDP;Facsys NTP.;
2515;TCP, UDP;Facsys Router.;
2516;TCP, UDP;Main Control.;
2517;TCP, UDP;H.323 Annex E call signaling transport.;
2518;TCP, UDP;Willy.;
2519;TCP, UDP;globmsgsvc.;
2520;TCP, UDP;pvsw.;
2521;TCP, UDP;Adaptec Manager.;
2522;TCP, UDP;WinDb.;
2523;TCP, UDP;Qke LLC V.3.;
2524;TCP, UDP;Optiwave License Management;
2525;TCP, UDP;MS V-Worlds;
2526;TCP, UDP;EMA License Manager;
2527;TCP, UDP;IQ Server;
2528;TCP, UDP;NCR CCL;
2529;TCP, UDP;UTS FTP;
2530;TCP, UDP;VR Commerce.;
2531;TCP, UDP;ITO-E GUI.;
2532;TCP, UDP;OVTOPMD.;
2533;TCP, UDP;SnifferServer.;
2534;TCP, UDP;Combox Web Access.;
2535;TCP, UDP;MADCAP, Multicast Address Dynamic Client Allocation Protocol.;
2536;TCP, UDP;btpp2audctr1.;
2537;TCP, UDP;Upgrade Protocol.;
2538;TCP, UDP;vnwk-prapi.;
2539;TCP, UDP;VSI Admin.;
2540;TCP, UDP;LonWorks.;
2541;TCP, UDP;LonWorks2.;
2542;TCP, UDP;daVinci.;
2543;TCP, UDP;REFTEK.;
2544;TCP, UDP;Novell ZEN.;
2545;TCP, UDP;sis-emt.;
2546;TCP, UDP;vytalvaultbrtp.;
2547;TCP, UDP;vytalvaultvsmp.;
2548;TCP, UDP;vytalvaultpipe.;
2549;TCP, UDP;IPASS.;
2550;TCP, UDP;ADS.;
2551;TCP, UDP;ISG UDA Server.;
2552;TCP, UDP;Call Logging.;
2553;TCP, UDP;efidiningport.;
2554;TCP, UDP;VCnet-Link v10.;
2555;TCP, UDP;Compaq WCP.;
2556;TCP, UDP;nicetec-nmsvc.;
2557;TCP, UDP;nicetec-mgmt.;
2558;TCP, UDP;PCLE Multi Media.;
2559;TCP, UDP;LSTP.;
2560;TCP, UDP;labrat.;
2561;TCP, UDP;MosaixCC.;
2562;TCP, UDP;Delibo.;
2563;TCP, UDP;CTI Redwood.;
2564;TCP;HP 3000 NS/VT block mode telnet.;
2565;TCP, UDP;Coordinator Server.;
2566;TCP, UDP;pcs-pcw.;
2567;TCP, UDP;Cisco Line Protocol.;
2568;TCP, UDP;SPAM TRAP.;
2569;TCP, UDP;Sonus Call Signal.;
2570;TCP, UDP;HS Port.;
2571;TCP, UDP;CECSVC.;
2572;TCP, UDP;IBP.;
2573;TCP, UDP;Trust Establish.;
2574;TCP, UDP;Blockade BPSP.;
2575;TCP, UDP;HL7.;
2576;TCP, UDP;TCL Pro Debugger.;
2577;TCP, UDP;Scriptics Lsrvr.;
2578;TCP, UDP;RVS ISDN DCP.;
2579;TCP, UDP;mpfoncl.;
2580;TCP, UDP;Tributary.;
2581;TCP, UDP;ARGIS TE.;
2582;TCP, UDP;ARGIS DS.;
2583;TCP, UDP;MON.;
2584;TCP, UDP;cyaserv.;
2585;TCP, UDP;NETX Server.;
2586;TCP, UDP;NETX Agent.;
2587;TCP, UDP;MASC, Multicast Address-Set Claim.;
2588;TCP, UDP;Privilege.;
2589;TCP, UDP;quartus tcl.;
2590;TCP, UDP;idotdist.;
2591;TCP, UDP;Maytag Shuffle.;
2592;TCP, UDP;netrek.;
2593;TCP, UDP;MNS Mail Notice Service.;
2594;TCP, UDP;Data Base Server.;
2595;TCP, UDP;World Fusion 1.;
2596;TCP, UDP;World Fusion 2.;
2597;TCP, UDP;Homestead Glory.;
2598;TCP, UDP;Citrix MA Client.;
2599;TCP, UDP;Meridian Data.;
2600;TCP, UDP;HPSTGMGR.;
2601;TCP, UDP;discp client.;
2602;TCP, UDP;discp server.;
2603;TCP, UDP;Service Meter.;
2604;TCP, UDP;NSC CCS.;
2605;TCP, UDP;NSC POSA.;
2606;TCP, UDP;Dell Netmon.;
2607;TCP, UDP;Dell Connection.;
2608;TCP, UDP;Wag Service.;
2609;TCP, UDP;System Monitor.;
2610;TCP, UDP;VersaTek.;
2611;TCP, UDP;LIONHEAD.;
2612;TCP, UDP;Qpasa Agent.;
2613;TCP, UDP;SMNTUBootstrap.;
2614;TCP, UDP;Never Offline.;
2615;TCP, UDP;firepower.;
2616;TCP, UDP;appswitch-emp.;
2617;TCP, UDP;Clinical Context Managers.;
2618;TCP, UDP;Priority E-Com.;
2619;TCP, UDP;bruce.;
2620;TCP, UDP;LPSRecommender.;
2621;TCP, UDP;Miles Apart Jukebox Server.;
2622;TCP, UDP;MetricaDBC.;
2623;TCP, UDP;LMDP.;
2624;TCP, UDP;Aria.;
2625;TCP, UDP;Blwnkl Port.;
2626;TCP, UDP;gbjd816.;
2627;TCP, UDP;Moshe Beeri.;
2628;TCP, UDP;DICT.;
2629;TCP, UDP;Sitara Server.;
2630;TCP, UDP;Sitara Management.;
2631;TCP, UDP;Sitara Dir.;
2632;TCP, UDP;IRdg Post.;
2633;TCP, UDP;InterIntelli.;
2634;TCP, UDP;PK Electronics.;
2635;TCP, UDP;Back Burner.;
2636;TCP, UDP;Solve.;
2637;TCP, UDP;Import Document Service.;
2638;TCP, UDP;Sybase Anywhere.;
2639;TCP, UDP;AMInet.;
2640;TCP, UDP;Sabbagh Associates Licence Manager.;
2641;TCP, UDP;Handle System Protocol.;
2642;TCP, UDP;Tragic.;
2643;TCP, UDP;GTE-SAMP.;
2644;TCP, UDP;Travsoft IPX Tunnel.;
2645;TCP, UDP;Novell IPX CMD.;
2646;TCP, UDP;AND Licence Manager.;
2647;TCP, UDP;SyncServer.;
2648;TCP, UDP;Upsnotifyprot.;
2649;TCP, UDP;VPSIPPORT.;
2650;TCP, UDP;eristwoguns.;
2651;TCP, UDP;EBInSite.;
2652;TCP, UDP;InterPathPanel.;
2653;TCP, UDP;Sonus.;
2654;TCP, UDP;Corel VNC Admin.;
2655;TCP, UDP;UNIX Nt Glue.;
2656;TCP, UDP;Kana.;
2657;TCP, UDP;SNS Dispatcher.;
2658;TCP, UDP;SNS Admin.;
2659;TCP, UDP;SNS Query.;
2660;TCP, UDP;GC Monitor.;
2661;TCP, UDP;OLHOST.;
2662;TCP, UDP;BinTec-CAPI.;
2663;TCP, UDP;BinTec-TAPI.;
2664;TCP, UDP;Command MQ GM.;
2665;TCP, UDP;Command MQ PM.;
2666;TCP, UDP;extensis.;
2667;TCP, UDP;Alarm Clock Server.;
2668;TCP, UDP;Alarm Clock Client.;
2669;TCP, UDP;TOAD.;
2670;TCP, UDP;TVE Announce.;
2671;TCP, UDP;newlixreg.;
2672;TCP, UDP;nhserver.;
2673;TCP, UDP;First Call 42.;
2674;TCP, UDP;ewnn.;
2675;TCP, UDP;TTC ETAP.;
2676;TCP, UDP;SIMSLink.;
2677;TCP, UDP;Gadget Gate 1 Way.;
2678;TCP, UDP;Gadget Gate 2 Way.;
2679;TCP, UDP;Sync Server SSL.;
2680;TCP, UDP;pxc-sapxom.;
2681;TCP, UDP;mpnjsomb.;
2683;TCP, UDP;NCDLoadBalance.;
2684;TCP, UDP;mpnjsosv.;
2685;TCP, UDP;mpnjsocl.;
2686;TCP, UDP;mpnjsomg.;
2687;TCP, UDP;pq-lic-mgmt.;
2688;TCP, UDP;md-cf-http.;
2689;TCP, UDP;FastLynx.;
2690;TCP, UDP;HP NNM Embedded Database.;
2691;TCP, UDP;IT Internet.;
2692;TCP, UDP;Admins LMS.;
2694;TCP, UDP;pwrsevent.;
2695;TCP, UDP;VSPREAD.;
2696;TCP, UDP;Unify Admin.;
2697;TCP, UDP;Oce SNMP Trap Port.;
2698;TCP, UDP;MCK-IVPIP.;
2699;TCP, UDP;Csoft Plus Client.;
2700;TCP, UDP;tqdata.;
2701;TCP, UDP;SMS RCINFO.;
2702;TCP, UDP;SMS XFER.;
2703;TCP, UDP;SMS CHAT.;
2704;TCP, UDP;SMS REMCTRL.;
2705;TCP, UDP;SDS Admin.;
2706;TCP, UDP;NCD Mirroring.;
2707;TCP, UDP;EMCSYMAPIPORT.;
2708;TCP, UDP;Banyan-Net.;
2709;TCP, UDP;Supermon.;
2710;TCP, UDP;SSO Service.;
2711;TCP, UDP;SSO Control.;
2712;TCP, UDP;Axapta Object Communication Protocol.;
2713;TCP, UDP;Raven1.;
2714;TCP, UDP;Raven2.;
2715;TCP, UDP;HPSTGMGR2.;
2716;TCP, UDP;Inova IP Disco.;
2717;TCP, UDP;PN REQUESTER.;
2718;TCP, UDP;PN REQUESTER 2.;
2719;TCP, UDP;Scan & Change;
2720;TCP, UDP;wkars.;
2721;TCP, UDP;Smart Diagnose.;
2722;TCP, UDP;Proactive Server.;
2723;TCP, UDP;WatchDog NT.;
2724;TCP, UDP;qotps.;
2725;TCP, UDP;MSOLAP PTP2.;
2726;TCP, UDP;TAMS.;
2727;TCP, UDP;MGCP, Multimedia Gateway Control Protocol, call agent.;
2728;TCP, UDP;SQDR.;
2729;TCP, UDP;TCIM Control.;
2730;TCP, UDP;NEC RaidPlus.;
2731;TCP, UDP;NetDragon Messanger.;
2732;TCP, UDP;G5M.;
2733;TCP, UDP;Signet CTF.;
2734;TCP, UDP;CCS Software.;
2735;TCP, UDP;NetIQ Monitor Console.;
2736;TCP, UDP;RADWIZ NMS SRV.;
2737;TCP, UDP;SRP Feedback.;
2738;TCP, UDP;NDL TCP-OSI Gateway.;
2739;TCP, UDP;TN Timing.;
2740;TCP, UDP;Alarm.;
2741;TCP, UDP;TSB.;
2742;TCP, UDP;TSB2.;
2743;TCP, UDP;murx.;
2744;TCP, UDP;honyaku.;
2745;TCP, UDP;URBISNET.;
2746;TCP, UDP;CPUDPENCAP.;
2747;TCP, UDP;fjippol-swrly.;
2748;TCP, UDP;fjippol-polsvr.;
2749;TCP, UDP;fjippol-cnsl.;
2750;TCP, UDP;fjippol-port1.;
2751;TCP, UDP;fjippol-port2.;
2752;TCP, UDP;RSISYS ACCESS.;
2753;TCP, UDP;de-spot.;
2754;TCP, UDP;APOLLO CC.;
2755;TCP, UDP;Express Pay.;
2756;TCP, UDP;simplement-tie.;
2757;TCP, UDP;CNRP.;
2758;TCP, UDP;APOLLO Status.;
2759;TCP, UDP;APOLLO GMS.;
2760;TCP, UDP;Saba MS.;
2761;TCP, UDP;DICOM ISCL.;
2762;TCP, UDP;DICOM TLS.;
2763;TCP, UDP;Desktop DNA.;
2764;TCP, UDP;Data Insurance.;
2765;TCP, UDP;qip-audup.;
2766;TCP, UDP;Compaq SCP.;
2767;TCP, UDP;UADTC.;
2768;TCP, UDP;UACS.;
2769;TCP, UDP;Single Point MVS.;
2770;TCP, UDP;Veronica.;
2771;TCP, UDP;Vergence CM.;
2772;TCP, UDP;auris.;
2773;TCP, UDP;PC Backup.;
2774;TCP, UDP;PC Backup.;
2775;TCP, UDP;SMMP.;
2776;TCP, UDP;Ridgeway Systems & Software;
2777;TCP, UDP;Ridgeway Systems & Software;
2778;TCP, UDP;Gwen-Sonya.;
2779;TCP, UDP;LBC Sync.;
2780;TCP, UDP;LBC Control.;
2781;TCP, UDP;ResolveNet IOM whosells.;
2782;TCP, UDP;everydayrc.;
2783;TCP, UDP;AISES.;
2784;TCP, UDP;world wide web - development.;
2785;TCP, UDP;aic-np.;
2786;TCP, UDP;aic-oncrpc - Destiny MCD database.;
2787;TCP, UDP;piccolo - Cornerstone Software.;
2788;TCP, UDP;NetWare Loadable Module - Seagate Software.;
2789;TCP, UDP;Media Agent.;
2790;TCP, UDP;PLG Proxy.;
2791;TCP, UDP;MT Port Registrator.;
2792;TCP, UDP;f5-globalsite.;
2793;TCP, UDP;initlsmsad.;
2794;TCP, UDP;aaftp.;
2795;TCP, UDP;LiveStats.;
2796;TCP, UDP;ac-tech.;
2797;TCP, UDP;esp-encap.;
2798;TCP, UDP;TMESIS-UPShot.;
2799;TCP, UDP;ICON Discover.;
2800;TCP, UDP;ACC RAID.;
2801;TCP, UDP;IGCP.;
2802;TCP, UDP;Veritas.;
2803;TCP, UDP;btprjctrl.;
2804;TCP, UDP;March Networks Digital Video Recorders and Enterprise Service Manager products.;
2805;TCP, UDP;WTA WSP-S.;
2806;TCP, UDP;cspuni.;
2807;TCP, UDP;cspmulti.;
2808;TCP, UDP;J-LAN-P.;
2809;TCP, UDP;CORBA LOC.;
2810;TCP, UDP;Active Net Steward.;
2811;TCP, UDP;GSI FTP.;
2812;TCP, UDP;atmtcp.;
2813;TCP, UDP;llm-pass.;
2814;TCP, UDP;llm-csv.;
2815;TCP, UDP;LBC Measurement.;
2816;TCP, UDP;LBC Watchdog.;
2817;TCP, UDP;NMSig Port.;
2818;TCP, UDP;rmlnk.;
2819;TCP, UDP;FC Fault Notification.;
2820;TCP, UDP;UniVision.;
2821;TCP, UDP;vml_dms.;
2822;TCP, UDP;ka0wuc.;
2823;TCP, UDP;CQG Net/LAN.;
2824;TCP, UDP;CQG Net/LAN 1.;
2826;TCP, UDP;slc systemlog.;
2827;TCP, UDP;slc ctrlrloops.;
2828;TCP, UDP;ITM License Manager.;
2829;TCP, UDP;silkp1.;
2830;TCP, UDP;silkp2.;
2831;TCP, UDP;silkp3.;
2832;TCP, UDP;silkp4.;
2833;TCP, UDP;glishd.;
2834;TCP, UDP;EVTP.;
2835;TCP, UDP;EVTP-DATA.;
2836;TCP, UDP;catalyst.;
2837;TCP, UDP;Repliweb.;
2838;TCP, UDP;Starbot.;
2839;TCP, UDP;NMSigPort.;
2840;TCP, UDP;l3-exprt.;
2841;TCP, UDP;l3-ranger.;
2842;TCP, UDP;l3-hawk.;
2843;TCP, UDP;PDnet.;
2844;TCP, UDP;BPCP POLL.;
2845;TCP, UDP;BPCP TRAP.;
2846;TCP, UDP;AIMPP Hello.;
2847;TCP, UDP;AIMPP Port Req.;
2848;TCP, UDP;AMT-BLC-PORT.;
2849;TCP, UDP;FXP.;
2850;TCP, UDP;MetaConsole.;
2851;TCP, UDP;webemshttp.;
2852;TCP, UDP;bears-01.;
2853;TCP, UDP;ISPipes.;
2854;TCP, UDP;InfoMover.;
2855;TCP, UDP;MSRP, Message Session Relay Protocol.;
2856;TCP, UDP;cesdinv.;
2857;TCP, UDP;SimCtIP.;
2858;TCP, UDP;ECNP.;
2859;TCP, UDP;Active Memory.;
2860;TCP, UDP;Dialpad Voice 1.;
2861;TCP, UDP;Dialpad Voice 2.;
2862;TCP, UDP;TTG Protocol.;
2863;TCP, UDP;Sonar Data.;
2864;TCP, UDP;main 5001 cmd.;
2865;TCP, UDP;pit-vpn.;
2866;TCP, UDP;lwlistener.;
2867;TCP, UDP;esps-portal.;
2868;TCP, UDP;NPEP Messaging.;
2869;TCP, UDP;ICSLAP.;
2870;TCP, UDP;daishi.;
2871;TCP, UDP;MSI Select Play.;
2872;TCP, UDP;RADIX.;
2874;TCP, UDP;DX Message Base Transport Protocol.;
2875;TCP, UDP;DX Message Base Transport Protocol.;
2876;TCP, UDP;SPS Tunnel.;
2877;TCP, UDP;BLUELANCE.;
2878;TCP, UDP;AAP.;
2879;TCP, UDP;ucentric-ds.;
2880;TCP, UDP;synapse.;
2881;TCP, UDP;NDSP.;
2882;TCP, UDP;NDTP.;
2883;TCP, UDP;NDNP.;
2884;TCP, UDP;Flash Msg.;
2885;TCP, UDP;TopFlow.;
2886;TCP, UDP;RESPONSELOGIC.;
2887;TCP, UDP;aironet.;
2888;TCP, UDP;SPCSDLOBBY.;
2889;TCP, UDP;RSOM.;
2890;TCP, UDP;CSPCLMULTI.;
2891;TCP, UDP;CINEGRFX-ELMD License Manager.;
2892;TCP, UDP;SNIFFERDATA.;
2893;TCP, UDP;VSECONNECTOR.;
2894;TCP, UDP;ABACUS-REMOTE.;
2895;TCP, UDP;NATUS LINK.;
2896;TCP, UDP;ECOVISIONG6-1.;
2897;TCP, UDP;Citrix RTMP.;
2898;TCP, UDP;APPLIANCE-CFG.;
2899;TCP, UDP;POWERGEMPLUS.;
2900;TCP, UDP;QUICKSUITE.;
2901;TCP, UDP;ALLSTORCNS.;
2902;TCP, UDP;NET ASPI.;
2903;TCP, UDP;SUITCASE.;
2904;TCP, UDP;M2UA, MTP2-User Adaptation.;
2905;TCP, UDP;M3UA, MTP3-User Adaptation.;
2906;TCP, UDP;CALLER9.;
2907;TCP, UDP;WEBMETHODS B2B.;
2908;TCP, UDP;mao.;
2909;TCP, UDP;Funk Dialout.;
2910;TCP, UDP;TDAccess.;
2911;TCP, UDP;Blockade.;
2912;TCP, UDP;Epicon.;
2913;TCP, UDP;Booster Ware.;
2914;TCP, UDP;Game Lobby.;
2915;TCP, UDP;TK Socket.;
2916;TCP, UDP;Elvin Server.;
2917;TCP, UDP;Elvin Client.;
2918;TCP, UDP;Kasten Chase Pad.;
2919;TCP, UDP;ROBOER.;
2920;TCP, UDP;ROBOEDA.;
2921;TCP, UDP;CESD Contents Delivery Management.;
2922;TCP, UDP;CESD Contents Delivery Data Transfer.;
2923;TCP, UDP;WTA-WSP-WTP-S.;
2924;TCP, UDP;PRECISE-VIP.;
2926;TCP, UDP;MOBILE-FILE-DL.;
2927;TCP, UDP;UNIMOBILECTRL.;
2928;TCP, UDP;REDSTONE-CPSS.;
2929;TCP, UDP;PANJA-WEBADMIN.;
2930;TCP, UDP;PANJA-WEBLINX.;
2931;TCP, UDP;Circle-X.;
2932;TCP, UDP;INCP.;
2933;TCP, UDP;4-TIER OPM GW.;
2934;TCP, UDP;4-TIER OPM CLI.;
2935;TCP, UDP;QTP, Quick Transaction Protocol.;
2936;TCP, UDP;OTPatch.;
2937;TCP, UDP;PNACONSULT-LM.;
2938;TCP, UDP;SM-PAS-1.;
2939;TCP, UDP;SM-PAS-2.;
2940;TCP, UDP;SM-PAS-3.;
2941;TCP, UDP;SM-PAS-4.;
2942;TCP, UDP;SM-PAS-5.;
2943;TCP, UDP;TTNRepository.;
2944;TCP, UDP;Megaco.;
2945;TCP, UDP;Megaco binary.;
2946;TCP, UDP;FJSVmpor.;
2947;TCP, UDP;GPSD, GPS Daemon request/response protocol.;
2948;TCP, UDP;WAP PUSH.;
2949;TCP, UDP;WAP PUSH SECURE.;
2950;TCP, UDP;ESIP.;
2951;TCP, UDP;OTTP.;
2952;TCP, UDP;MPFWSAS.;
2953;TCP, UDP;OVALARMSRV.;
2954;TCP, UDP;OVALARMSRV-CMD.;
2955;TCP, UDP;CSNOTIFY.;
2956;TCP, UDP;OVRIMOSDBMAN.;
2957;TCP, UDP;JAMCT5.;
2958;TCP, UDP;JAMCT6.;
2959;TCP, UDP;RMOPAGT.;
2960;TCP, UDP;DFOXSERVER.;
2961;TCP, UDP;BOLDSOFT-LM.;
2962;TCP, UDP;IPH-POLICY-CLI.;
2963;TCP, UDP;IPH-POLICY-ADM.;
2964;TCP, UDP;BULLANT SRAP.;
2965;TCP, UDP;BULLANT RAP.;
2966;TCP, UDP;IDP-INFOTRIEVE.;
2967;TCP, UDP;Symantec System Center agent.;
2968;TCP, UDP;ENPP.;
2969;TCP, UDP;ESSP.;
2970;TCP, UDP;INDEX-NET.;
2971;TCP, UDP;Net Clip.;
2972;TCP, UDP;PMSM Webrctl.;
2973;TCP, UDP;SV Networks.;
2974;TCP, UDP;Signal.;
2975;TCP, UDP;Fujitsu Configuration Management Service.;
2976;TCP, UDP;CNS Server Port.;
2977;TCP, UDP;TTCs Enterprise Test Access Protocol - NS.;
2978;TCP, UDP;TTCs Enterprise Test Access Protocol - DS.;
2979;TCP, UDP;H.263 Video Streaming.;
2980;TCP, UDP;Instant Messaging Service.;
2981;TCP, UDP;MYLXAMPORT.;
2982;TCP, UDP;IWB-WHITEBOARD.;
2983;TCP, UDP;NETPLAN.;
2984;TCP, UDP;HPIDSADMIN.;
2985;TCP, UDP;HPIDSAGENT.;
2986;TCP, UDP;STONEFALLS.;
2987;TCP, UDP;ResolveNet IOM IDENTIFY.;
2988;TCP, UDP;ResolveNet IOM CLASSIFY.;
2989;TCP, UDP;ZARKOV.;
2990;TCP, UDP;BOSCAP.;
2991;TCP, UDP;WKSTN-MON.;
2992;TCP, UDP;ITB301.;
2993;TCP, UDP;VERITAS VIS1.;
2994;TCP, UDP;VERITAS VIS2.;
2995;TCP, UDP;IDRS.;
2996;TCP, UDP;vsixml.;
2997;TCP, UDP;REBOL.;
2998;TCP, UDP;Real Secure.;
2999;TCP, UDP;RemoteWare Unassigned.;
3000;TCP, UDP;HBCI. RemoteWare Client;
3001;TCP, UDP;Redwood Broker.;
3002;TCP, UDP;EXLM Agent. RemoteWare Server;
3003;TCP,UDP;CGMS.;
3004;TCP, UDP;Csoft Agent.;
3005;TCP, UDP;Genius License Manager.;
3006;TCP, UDP;Instant Internet Admin.;
3007;TCP, UDP;Lotus Mail Tracking Agent Protocol.;
3008;TCP, UDP;Midnight Technologies.;
3009;TCP, UDP;PXC-NTFY.;
3010;TCP, UDP;Telerate Workstation.;
3011;TCP, UDP;Trusted Web.;
3012;TCP, UDP;Trusted Web Client.;
3013;TCP, UDP;Gilat Sky Surfer.;
3014;TCP, UDP;Broker Service.;
3015;TCP, UDP;NATI DSTP.;
3016;TCP, UDP;Notify Server.;
3017;TCP, UDP;Event Listener.;
3018;TCP, UDP;Service Registry.;
3019;TCP, UDP;Resource Manager.;
3020;TCP, UDP;CIFS.;
3021;TCP, UDP;AGRI Server.;
3022;TCP, UDP;CSREGAGENT.;
3023;TCP, UDP;magicnotes.;
3024;TCP, UDP;NDS_SSO.;
3025;TCP, UDP;Arepa Raft.;
3026;TCP, UDP;AGRI Gateway.;
3027;TCP, UDP;LiebDevMgmt_C.;
3028;TCP, UDP;LiebDevMgmt_DM.;
3029;TCP, UDP;LiebDevMgmt_A.;
3030;TCP, UDP;Arepa Cas.;
3031;TCP, UDP;AgentVU.;
3032;TCP, UDP;Redwood Chat.;
3033;TCP, UDP;PDB.;
3034;TCP, UDP;Osmosis AEEA.;
3035;TCP, UDP;FJSV gssagt.;
3036;TCP, UDP;Hagel DUMP.;
3037;TCP, UDP;HP SAN Mgmt.;
3038;TCP, UDP;Santak UPS.;
3039;TCP, UDP;Cogitate, Inc.;
3040;TCP, UDP;Tomato Springs.;
3041;TCP, UDP;di-traceware.;
3042;TCP, UDP;journee.;
3043;TCP, UDP;BRP.;
3044;TCP, UDP;EndPoint Protocol.;
3045;TCP, UDP;ResponseNet.;
3046;TCP, UDP;di-ase.;
3047;TCP, UDP;Fast Security HL Server.;
3048;TCP, UDP;Sierra Net PC Trader.;
3049;TCP, UDP;NSWS.;
3050;TCP, UDP;gds_db.;
3051;TCP, UDP;Galaxy Server.;
3052;TCP, UDP;APCPCNS.;
3053;TCP, UDP;dsom-server.;
3054;TCP, UDP;AMT CNF PROT.;
3055;TCP, UDP;Policy Server.;
3056;TCP, UDP;CDL Server.;
3057;TCP, UDP;GoAhead FldUp.;
3058;TCP, UDP;videobeans.;
3059;TCP, UDP;qsoft.;
3060;TCP, UDP;interserver.;
3061;TCP, UDP;cautcpd.;
3062;TCP, UDP;ncacn-ip-tcp.;
3063;TCP, UDP;ncadg-ip-udp.;
3064;TCP, UDP;Remote Port Redirector.;
3065;TCP, UDP;slinterbase.;
3066;TCP, UDP;NETATTACHSDMP.;
3067;TCP, UDP;FJHPJP.;
3068;TCP, UDP;ls3 Broadcast.;
3069;TCP, UDP;ls3.;
3070;TCP, UDP;MGXSWITCH.;
3071;TCP, UDP;ContinuStor Manager Port.;
3072;TCP, UDP;ContinuStor Monitor Port.;
3073;TCP, UDP;Very simple chatroom prot.;
3074;TCP, UDP;Xbox game port.;
3075;TCP, UDP;Orbix 2000 Locator.;
3076;TCP, UDP;Orbix 2000 Config.;
3077;TCP, UDP;Orbix 2000 Locator SSL.;
3078;TCP, UDP;Orbix 2000 Locator SSL.;
3079;TCP, UDP;LV Front Panel.;
3080;TCP, UDP;stm_pproc.;
3081;TCP, UDP;TL1-LV.;
3082;TCP, UDP;TL1-RAW.;
3083;TCP, UDP;TL1-TELNET.;
3084;TCP, UDP;ITM-MCCS.;
3085;TCP, UDP;PCIHReq.;
3086;TCP, UDP;JDL-DBKitchen.;
3087;TCP, UDP;Asoki SMA.;
3088;TCP, UDP;eXtensible Data Transfer Protocol.;
3089;TCP, UDP;ParaTek Agent Linking.;
3090;TCP, UDP;Rappore Session Services.;
3091;TCP, UDP;1Ci Server Management.;
3092;TCP, UDP;Netware sync services.;
3093;TCP, UDP;Jiiva RapidMQ Center.;
3094;TCP, UDP;Jiiva RapidMQ Registry.;
3095;TCP, UDP;Panasas rendevous port.;
3096;TCP, UDP;Active Print Server Port.;
3097;TCP, UDP;ITU Q.2150.3 STC.;
3098;TCP, UDP;Universal Message Manager.;
3099;TCP, UDP;CHIPSY Machine Daemon.;
3100;TCP, UDP;OpCon/xps.;
3101;TCP, UDP;HP PolicyXpert PIB Server.;
3102;TCP, UDP;SoftlinK Slave Mon Port.;
3103;TCP, UDP;Autocue SMI Protocol.;
3104;TCP, UDP;Autocue Logger Protocol. Autocue Time Service.;
3105;TCP, UDP;Cardbox.;
3106;TCP, UDP;Cardbox HTTP.;
3107;TCP, UDP;RDI Business protocol.;
3108;TCP, UDP;RDI Geolocate protocol.;
3109;TCP, UDP;RDI Personnel protocol.;
3110;TCP, UDP;simulator control port.;
